Em0001g1007a	Hcv1.av93.c8.g835.i1
Em0022g925a	Hcv1.av93.c13.g591.i1
Em0022g934a	Hcv1.av93.c1.g803.i1
Em0022g936a	Hcv1.av93.c4.g131.i1
Em0022g937a	Hcv1.av93.c2.g793.i1
Em0022g938a	Hcv1.av93.c12.g491.i1
Em0022g940a	Hcv1.av93.c10.g328.i1
Em0023g100a	Hcv1.av93.c1.g1549.i1
Em0023g102a	Hcv1.av93.c11.g794.i5
Em0023g109a	Hcv1.av93.c8.g336.i1
Em0023g112a	Hcv1.av93.c1.g339.i1
Em0023g115a	Hcv1.av93.c1.g1483.i1
Em0023g116a	Hcv1.av93.c11.g264.i1
Em0023g118a	Hcv1.av93.c9.g951.i1
Em0023g122a	Hcv1.av93.c1.g182.i1
Em0023g123a	Hcv1.av93.c11.g624.i1
Em0023g124a	Hcv1.av93.c11.g615.i1
Em0023g125a	Hcv1.av93.c11.g903.i2
Em0023g126a	Hcv1.av93.c2.g434.i1
Em0023g127a	Hcv1.av93.c9.g167.i1
Em0023g130a	Hcv1.av93.c4.g187.i1
Em0023g153a	Hcv1.av93.c11.g23.i1
Em0023g178a	Hcv1.av93.c8.g653.i2
Em0023g181a	Hcv1.av93.c1.g913.i1
Em0023g182a	Hcv1.av93.c5.g434.i1
Em0023g183a	Hcv1.av93.c2.g956.i2
Em0023g186a	Hcv1.av93.c3.g1246.i1
Em0023g188a	Hcv1.av93.c3.g272.i1
Em0023g190a	Hcv1.av93.c11.g837.i1
Em0023g195a	Hcv1.av93.c3.g566.i1
Em0023g197a	Hcv1.av93.c11.g951.i1
Em0023g198a	Hcv1.av93.c11.g850.i1
Em0023g199a	Hcv1.av93.c2.g1270.i1
Em0023g201a	Hcv1.av93.c8.g952.i1
Em0023g204a	Hcv1.av93.c3.g1138.i1
Em0023g205a	Hcv1.av93.c4.g796.i1
Em0023g20a	Hcv1.av93.c5.g176.i1
Em0023g226a	Hcv1.av93.c9.g561.i1
Em0023g227a	Hcv1.av93.c11.g929.i1
Em0023g228a	Hcv1.av93.c2.g609.i1
Em0023g22a	Hcv1.av93.c11.g768.i1
Em0023g233a	Hcv1.av93.c11.g403.i1
Em0023g241a	Hcv1.av93.c8.g164.i1
Em0023g244a	Hcv1.av93.c2.g1652.i1
Em0023g247a	Hcv1.av93.c9.g526.i1
Em0023g24a	Hcv1.av93.c3.g447.i1
Em0023g25a	Hcv1.av93.c13.g343.i1
Em0023g266a	Hcv1.av93.c11.g353.i1
Em0023g267a	Hcv1.av93.c10.g521.i1
Em0023g26a	Hcv1.av93.c5.g243.i1
Em0023g274a	Hcv1.av93.c9.g763.i1
Em0023g284a	Hcv1.av93.c11.g1027.i1
Em0023g291a	Hcv1.av93.c11.g54.i1
Em0023g292a	Hcv1.av93.c6.g1180.i1
Em0023g293a	Hcv1.av93.c6.g890.i1
Em0023g294a	Hcv1.av93.c3.g368.i1
Em0023g295a	Hcv1.av93.c1.g999.i1
Em0023g29a	Hcv1.av93.c1.g1571.i1
Em0023g305a	Hcv1.av93.c11.g772.i1
Em0023g307a	Hcv1.av93.c1.g1527.i1
Em0023g308a	Hcv1.av93.c5.g348.i1
Em0023g30a	Hcv1.av93.c1.g1354.i1
Em0023g311a	Hcv1.av93.c9.g60.i1
Em0023g312a	Hcv1.av93.c2.g804.i1
Em0023g315a	Hcv1.av93.c5.g1277.i1
Em0023g319a	Hcv1.av93.c3.g1024.i1
Em0023g321a	Hcv1.av93.c3.g510.i1
Em0023g322a	Hcv1.av93.c1.g1542.i1
Em0023g323a	Hcv1.av93.c12.g285.i1
Em0023g324a	Hcv1.av93.c3.g302.i1
Em0023g336a	Hcv1.av93.c9.g427.i1
Em0023g337a	Hcv1.av93.c11.g930.i1
Em0023g338a	Hcv1.av93.c11.g1043.i1
Em0023g339a	Hcv1.av93.c11.g939.i1
Em0023g33a	Hcv1.av93.c2.g370.i1
Em0023g340a	Hcv1.av93.c11.g210.i1
Em0023g34a	Hcv1.av93.c1.g453.i3
Em0023g352a	Hcv1.av93.c11.g841.i1
Em0023g353a	Hcv1.av93.c11.g588.i1
Em0023g354a	Hcv1.av93.c11.g766.i1
Em0023g355a	Hcv1.av93.c2.g1649.i1
Em0023g356a	Hcv1.av93.c8.g315.i1
Em0023g357a	Hcv1.av93.c8.g698.i1
Em0023g358a	Hcv1.av93.c3.g1071.i1
Em0023g363a	Hcv1.av93.c9.g423.i1
Em0023g364a	Hcv1.av93.c3.g1137.i1
Em0023g367a	Hcv1.av93.c3.g1141.i1
Em0023g368a	Hcv1.av93.c4.g334.i1
Em0023g369a	Hcv1.av93.c3.g204.i1
Em0023g36a	Hcv1.av93.c1.g1533.i1
Em0023g370a	Hcv1.av93.c5.g701.i1
Em0023g371a	Hcv1.av93.c3.g14.i1
Em0023g372a	Hcv1.av93.c3.g959.i1
Em0023g375a	Hcv1.av93.c3.g335.i1
Em0023g379a	Hcv1.av93.c6.g289.i1
Em0023g382a	Hcv1.av93.c8.g168.i1
Em0023g385a	Hcv1.av93.c1.g678.i1
Em0023g387a	Hcv1.av93.c3.g1052.i1
Em0023g391a	Hcv1.av93.c3.g1079.i1
Em0023g399a	Hcv1.av93.c3.g437.i1
Em0023g39a	Hcv1.av93.c1.g1377.i2
Em0023g402a	Hcv1.av93.c3.g1290.i2
Em0023g403a	Hcv1.av93.c5.g266.i2
Em0023g404a	Hcv1.av93.c5.g1340.i1
Em0023g405a	Hcv1.av93.c9.g229.i1
Em0023g406a	Hcv1.av93.c11.g493.i5
Em0023g408a	Hcv1.av93.c5.g113.i1
Em0023g40a	Hcv1.av93.c5.g987.i1
Em0023g413a	Hcv1.av93.c3.g1217.i4
Em0023g418a	Hcv1.av93.c11.g442.i1
Em0023g419a	Hcv1.av93.c3.g677.i1
Em0023g41a	Hcv1.av93.c9.g777.i1
Em0023g420a	Hcv1.av93.c8.g97.i2
Em0023g421a	Hcv1.av93.c3.g281.i1
Em0023g425a	Hcv1.av93.c2.g1035.i1
Em0023g426a	Hcv1.av93.c7.g114.i1
Em0023g429a	Hcv1.av93.c11.g214.i1
Em0023g42a	Hcv1.av93.c2.g218.i1
Em0023g430a	Hcv1.av93.c12.g560.i1
Em0023g432a	Hcv1.av93.c3.g379.i1
Em0023g433a	Hcv1.av93.c7.g128.i3
Em0023g434a	Hcv1.av93.c10.g436.i1
Em0023g435a	Hcv1.av93.c3.g971.i1
Em0023g436a	Hcv1.av93.c12.g91.i1
Em0023g437a	Hcv1.av93.c3.g678.i1
Em0023g444a	Hcv1.av93.c3.g742.i1
Em0023g449a	Hcv1.av93.c3.g326.i3
Em0023g451a	Hcv1.av93.c8.g903.i1
Em0023g45a	Hcv1.av93.c1.g259.i1
Em0023g467a	Hcv1.av93.c3.g53.i1
Em0023g468a	Hcv1.av93.c3.g1264.i1
Em0023g46a	Hcv1.av93.c1.g260.i1
Em0023g470a	Hcv1.av93.c3.g477.i1
Em0023g472a	Hcv1.av93.c3.g726.i1
Em0023g473a	Hcv1.av93.c1.g537.i1
Em0023g475a	Hcv1.av93.c7.g346.i1
Em0023g476a	Hcv1.av93.c3.g333.i1
Em0023g47a	Hcv1.av93.c2.g994.i1
Em0023g481a	Hcv1.av93.c3.g43.i1
Em0023g483a	Hcv1.av93.c3.g999.i1
Em0023g484a	Hcv1.av93.c9.g204.i1
Em0023g485a	Hcv1.av93.c3.g874.i1
Em0023g487a	Hcv1.av93.c3.g1282.i1
Em0023g490a	Hcv1.av93.c12.g104.i1
Em0023g494a	Hcv1.av93.c1.g1478.i1
Em0023g498a	Hcv1.av93.c3.g453.i1
Em0023g499a	Hcv1.av93.c3.g1337.i1
Em0023g500a	Hcv1.av93.c3.g97.i1
Em0023g501a	Hcv1.av93.c2.g895.i1
Em0023g505a	Hcv1.av93.c9.g929.i1
Em0023g506a	Hcv1.av93.c3.g780.i1
Em0023g514a	Hcv1.av93.c3.g340.i1
Em0023g517a	Hcv1.av93.c2.g650.i1
Em0023g519a	Hcv1.av93.c4.g842.i1
Em0023g526a	Hcv1.av93.c4.g648.i1
Em0023g533a	Hcv1.av93.c7.g609.i1
Em0023g536a	Hcv1.av93.c6.g333.i1
Em0023g537a	Hcv1.av93.c8.g106.i1
Em0023g538a	Hcv1.av93.c5.g483.i1
Em0023g539a	Hcv1.av93.c3.g614.i1
Em0023g53a	Hcv1.av93.c1.g1141.i1
Em0023g543a	Hcv1.av93.c7.g443.i1
Em0023g547a	Hcv1.av93.c3.g1113.i1
Em0023g548a	Hcv1.av93.c11.g979.i1
Em0023g549a	Hcv1.av93.c3.g722.i1
Em0023g54a	Hcv1.av93.c5.g504.i1
Em0023g551a	Hcv1.av93.c2.g514.i1
Em0023g555a	Hcv1.av93.c7.g877.i1
Em0023g556a	Hcv1.av93.c3.g691.i1
Em0023g557a	Hcv1.av93.c2.g783.i1
Em0023g560a	Hcv1.av93.c8.g610.i1
Em0023g562a	Hcv1.av93.c11.g330.i4
Em0023g563a	Hcv1.av93.c3.g1158.i1
Em0023g565a	Hcv1.av93.c8.g351.i1
Em0023g566a	Hcv1.av93.c5.g414.i1
Em0023g567a	Hcv1.av93.c3.g460.i2
Em0023g568a	Hcv1.av93.c11.g476.i1
Em0023g569a	Hcv1.av93.c3.g47.i1
Em0023g573a	Hcv1.av93.c3.g1208.i1
Em0023g577a	Hcv1.av93.c13.g433.i1
Em0023g578a	Hcv1.av93.c5.g502.i1
Em0023g57a	Hcv1.av93.c3.g989.i1
Em0023g581a	Hcv1.av93.c5.g1092.i1
Em0023g58a	Hcv1.av93.c12.g521.i1
Em0023g594a	Hcv1.av93.c1.g1581.i1
Em0023g595a	Hcv1.av93.c7.g541.i1
Em0023g596a	Hcv1.av93.c1.g243.i1
Em0023g598a	Hcv1.av93.c3.g1319.i1
Em0023g59a	Hcv1.av93.c3.g478.i1
Em0023g602a	Hcv1.av93.c2.g937.i1
Em0023g606a	Hcv1.av93.c3.g367.i1
Em0023g607a	Hcv1.av93.c3.g790.i1
Em0023g610a	Hcv1.av93.c2.g1091.i1
Em0023g61a	Hcv1.av93.c5.g352.i1
Em0023g63a	Hcv1.av93.c1.g720.i1
Em0023g646a	Hcv1.av93.c3.g800.i1
Em0023g64a	Hcv1.av93.c9.g705.i1
Em0023g652a	Hcv1.av93.c11.g104.i1
Em0023g653a	Hcv1.av93.c8.g744.i1
Em0023g654a	Hcv1.av93.c3.g262.i1
Em0023g655a	Hcv1.av93.c2.g1256.i1
Em0023g656a	Hcv1.av93.c11.g718.i1
Em0023g658a	Hcv1.av93.c9.g790.i1
Em0023g65a	Hcv1.av93.c1.g688.i1
Em0023g67a	Hcv1.av93.c1.g364.i1
Em0023g680a	Hcv1.av93.c3.g51.i1
Em0023g69a	Hcv1.av93.c5.g93.i1
Em0023g703a	Hcv1.av93.c3.g362.i1
Em0023g704a	Hcv1.av93.c3.g752.i1
Em0023g706a	Hcv1.av93.c6.g799.i1
Em0023g709a	Hcv1.av93.c3.g1064.i1
Em0023g710a	Hcv1.av93.c3.g1221.i1
Em0023g711a	Hcv1.av93.c3.g608.i1
Em0023g712a	Hcv1.av93.c9.g296.i1
Em0023g715a	Hcv1.av93.c3.g788.i1
Em0023g717a	Hcv1.av93.c9.g62.i1
Em0023g719a	Hcv1.av93.c3.g928.i1
Em0023g728a	Hcv1.av93.c3.g416.i1
Em0023g72a	Hcv1.av93.c9.g439.i1
Em0023g742a	Hcv1.av93.c3.g822.i1
Em0023g747a	Hcv1.av93.c3.g1333.i1
Em0023g748a	Hcv1.av93.c5.g448.i1
Em0023g74a	Hcv1.av93.c5.g291.i1
Em0023g750a	Hcv1.av93.c6.g1142.i1
Em0023g752a	Hcv1.av93.c3.g1115.i1
Em0023g753a	Hcv1.av93.c3.g842.i1
Em0023g755a	Hcv1.av93.c2.g165.i1
Em0023g757a	Hcv1.av93.c13.g53.i1
Em0023g75a	Hcv1.av93.c1.g77.i1
Em0023g760a	Hcv1.av93.c5.g674.i1
Em0023g762a	Hcv1.av93.c9.g456.i1
Em0023g764a	Hcv1.av93.c13.g315.i1
Em0023g765a	Hcv1.av93.c3.g197.i2
Em0023g766a	Hcv1.av93.c3.g375.i3
Em0023g76a	Hcv1.av93.c1.g1144.i1
Em0023g772a	Hcv1.av93.c3.g1043.i1
Em0023g773a	Hcv1.av93.c5.g1081.i1
Em0023g774a	Hcv1.av93.c3.g550.i1
Em0023g779a	Hcv1.av93.c3.g322.i1
Em0023g787a	Hcv1.av93.c3.g57.i1
Em0023g789a	Hcv1.av93.c9.g471.i1
Em0023g78a	Hcv1.av93.c11.g72.i1
Em0023g792a	Hcv1.av93.c5.g778.i1
Em0023g794a	Hcv1.av93.c13.g225.i1
Em0023g795a	Hcv1.av93.c3.g735.i1
Em0023g798a	Hcv1.av93.c3.g174.i1
Em0023g799a	Hcv1.av93.c3.g372.i1
Em0023g802a	Hcv1.av93.c3.g680.i1
Em0023g806a	Hcv1.av93.c11.g1020.i1
Em0023g807a	Hcv1.av93.c4.g347.i1
Em0023g809a	Hcv1.av93.c2.g180.i2
Em0023g811a	Hcv1.av93.c11.g626.i1
Em0023g812a	Hcv1.av93.c9.g316.i1
Em0023g820a	Hcv1.av93.c6.g829.i1
Em0023g82a	Hcv1.av93.c2.g677.i1
Em0023g835a	Hcv1.av93.c3.g349.i1
Em0023g838a	Hcv1.av93.c1.g1627.i1
Em0023g83a	Hcv1.av93.c1.g1569.i2
Em0023g85a	Hcv1.av93.c7.g1048.i1
Em0023g86a	Hcv1.av93.c9.g914.i1
Em0023g87a	Hcv1.av93.c8.g770.i1
Em0023g891a	Hcv1.av93.c9.g824.i1
Em0023g892a	Hcv1.av93.c11.g779.i2
Em0023g896a	Hcv1.av93.c5.g1042.i1
Em0023g898a	Hcv1.av93.c11.g260.i2
Em0023g90a	Hcv1.av93.c11.g68.i1
Em0023g910a	Hcv1.av93.c3.g866.i1
Em0023g917a	Hcv1.av93.c8.g612.i2
Em0023g927a	Hcv1.av93.c11.g70.i1
Em0023g92a	Hcv1.av93.c1.g1421.i1
Em0023g930a	Hcv1.av93.c3.g440.i1
Em0023g932a	Hcv1.av93.c3.g767.i1
Em0023g933a	Hcv1.av93.c3.g543.i1
Em0023g934a	Hcv1.av93.c3.g288.i1
Em0023g935a	Hcv1.av93.c5.g741.i1
Em0023g936a	Hcv1.av93.c8.g295.i1
Em0023g937a	Hcv1.av93.c10.g688.i1
Em0023g940a	Hcv1.av93.c2.g532.i1
Em0023g943a	Hcv1.av93.c1.g1028.i1
Em0023g944a	Hcv1.av93.c7.g1063.i1
Em0023g949a	Hcv1.av93.c11.g705.i2
Em0023g94a	Hcv1.av93.c11.g56.i1
Em0023g95a	Hcv1.av93.c11.g71.i1
Em0023g97a	Hcv1.av93.c9.g544.i1
Em0023g98a	Hcv1.av93.c6.g1000.i1
Em0023g99a	Hcv1.av93.c8.g387.i1
Em0024g142a	Hcv1.av93.c3.g687.i2
Em0024g158a	Hcv1.av93.c2.g981.i1
Em0024g234a	Hcv1.av93.c1.g485.i1
Em0024g243a	Hcv1.av93.c5.g305.i1
Em0024g244a	Hcv1.av93.c5.g250.i1
Em0024g355a	Hcv1.av93.c11.g760.i1
Em0024g427a	Hcv1.av93.c3.g955.i1
Em0024g479a	Hcv1.av93.c1.g324.i1
Em0024g52a	Hcv1.av93.c4.g567.i1
Em0024g61a	Hcv1.av93.c5.g239.i1
Em0024g62a	Hcv1.av93.c10.g410.i3
Em0024g82a	Hcv1.av93.c1.g1597.i1
Em0024g83a	Hcv1.av93.c9.g128.i1
Em0024g86a	Hcv1.av93.c2.g228.i1
Em0024g87a	Hcv1.av93.c2.g625.i1
Em0026g37a	Hcv1.av93.c2.g202.i1
Em0026g50a	Hcv1.av93.c6.g172.i2
Em0026g55a	Hcv1.av93.c5.g958.i1
Em0028g10a	Hcv1.av93.c13.g656.i1
Em0028g20a	Hcv1.av93.c10.g583.i1
Em0028g21a	Hcv1.av93.c10.g483.i1
Em0028g22a	Hcv1.av93.c8.g411.i1
Em0028g29a	Hcv1.av93.c6.g911.i1
Em0028g39a	Hcv1.av93.c8.g430.i1
Em0028g44a	Hcv1.av93.c5.g1307.i1
Em0028g45a	Hcv1.av93.c3.g441.i1
Em0028g6a	Hcv1.av93.c1.g477.i1
Em0028g8a	Hcv1.av93.c9.g627.i1
Em0028g9a	Hcv1.av93.c6.g1122.i1
Em0029g22a	Hcv1.av93.c2.g65.i2
Em0029g43a	Hcv1.av93.c1.g649.i1
Em0029g44a	Hcv1.av93.c1.g373.i1
Em0030g22a	Hcv1.av93.c4.g258.i1
Em0030g23a	Hcv1.av93.c3.g526.i1
Em0030g24a	Hcv1.av93.c6.g166.i1
Em0032g28a	Hcv1.av93.c8.g413.i1
Em0032g39a	Hcv1.av93.c11.g978.i1
Em0032g6a	Hcv1.av93.c9.g571.i1
Em0033g21a	Hcv1.av93.c1.g287.i1
Em0034g6a	Hcv1.av93.c10.g543.i1
Em0037g28a	Hcv1.av93.c12.g440.i1
Em0037g9a	Hcv1.av93.c7.g227.i2
Em0041g4a	Hcv1.av93.c8.g281.i1
Em0044g24a	Hcv1.av93.c5.g837.i1
Em0044g30a	Hcv1.av93.c2.g1114.i1
Em0045g29a	Hcv1.av93.c4.g10.i1
Em0047g2a	Hcv1.av93.c6.g81.i1
Em0052g11a	Hcv1.av93.c6.g1216.i1
Em0052g9a	Hcv1.av93.c6.g1238.i1
Em0053g11a	Hcv1.av93.c5.g792.i1
Em0058g6a	Hcv1.av93.c9.g958.i1
Em0058g8a	Hcv1.av93.c2.g1605.i5
Em0060g11a	Hcv1.av93.c1.g1043.i1
Em0060g16a	Hcv1.av93.c2.g1405.i1
Em0064g4a	Hcv1.av93.c10.g678.i1
Em0065g23a	Hcv1.av93.c1.g922.i1
Em0068g10a	Hcv1.av93.c6.g925.i1
Em0068g16a	Hcv1.av93.c11.g575.i1
Em0068g4a	Hcv1.av93.c11.g178.i1
Em0068g8a	Hcv1.av93.c3.g936.i1
Em0071g21a	Hcv1.av93.c2.g837.i1
Em0074g12a	Hcv1.av93.c11.g914.i1
Em0076g20a	Hcv1.av93.c3.g244.i1
Em0077g10a	Hcv1.av93.c12.g454.i2
Em0081g10a	Hcv1.av93.c5.g707.i1
Em0086g12a	Hcv1.av93.c11.g440.i2
Em0086g7a	Hcv1.av93.c6.g1265.i1
Em0087g15a	Hcv1.av93.c2.g539.i1
Em0088g9a	Hcv1.av93.c3.g1051.i1
Em0090g7a	Hcv1.av93.c2.g522.i1
Em0094g20a	Hcv1.av93.c5.g178.i1
Em0099g11a	Hcv1.av93.c3.g488.i1
Em0099g20a	Hcv1.av93.c3.g1285.i1
Em0101g9a	Hcv1.av93.c6.g1053.i2
Em0110g6a	Hcv1.av93.c1.g280.i1
Em0114g13a	Hcv1.av93.c6.g676.i1
Em0114g15a	Hcv1.av93.c10.g727.i1
Em0114g8a	Hcv1.av93.c3.g1105.i1
Em0115g10a	Hcv1.av93.c2.g1569.i1
Em0115g15a	Hcv1.av93.c3.g977.i1
Em0115g5a	Hcv1.av93.c13.g277.i1
Em0115g9a	Hcv1.av93.c3.g1149.i1
Em0131g5a	Hcv1.av93.c4.g768.i1
Em0137g11a	Hcv1.av93.c11.g53.i1
Em0137g13a	Hcv1.av93.c5.g869.i1
Em0137g14a	Hcv1.av93.c10.g83.i1
Em0139g1a	Hcv1.av93.c9.g149.i1
Em0141g5a	Hcv1.av93.c5.g28.i1
Em0141g7a	Hcv1.av93.c2.g622.i1
Em0144g1a	Hcv1.av93.c12.g439.i1
Em0144g5a	Hcv1.av93.c1.g302.i1
Em0144g7a	Hcv1.av93.c2.g879.i1
Em0145g10a	Hcv1.av93.c3.g984.i1
Em0145g5a	Hcv1.av93.c2.g451.i1
Em0145g8a	Hcv1.av93.c6.g930.i1
Em0151g7a	Hcv1.av93.c11.g657.i1
Em0151g8a	Hcv1.av93.c7.g976.i1
Em0152g4a	Hcv1.av93.c3.g1317.i2
Em0152g6a	Hcv1.av93.c13.g228.i2
Em0158g10a	Hcv1.av93.c2.g251.i2
Em0158g2a	Hcv1.av93.c2.g649.i1
Em0158g3a	Hcv1.av93.c2.g618.i1
Em0158g4a	Hcv1.av93.c3.g791.i1
Em0158g7a	Hcv1.av93.c8.g802.i1
Em0162g11a	Hcv1.av93.c9.g80.i1
Em0162g12a	Hcv1.av93.c1.g1515.i1
Em0162g4a	Hcv1.av93.c2.g533.i1
Em0162g6a	Hcv1.av93.c1.g249.i1
Em0162g9a	Hcv1.av93.c9.g469.i1
Em0163g2a	Hcv1.av93.c3.g1107.i1
Em0164g4a	Hcv1.av93.c6.g539.i1
Em0192g6a	Hcv1.av93.c6.g788.i1
Em0192g7a	Hcv1.av93.c6.g872.i1
Em0196g7a	Hcv1.av93.c6.g61.i1
Em0200g1a	Hcv1.av93.c8.g543.i1
Em0200g3a	Hcv1.av93.c2.g1447.i1
Em0202g6a	Hcv1.av93.c2.g1573.i1
Em0202g9a	Hcv1.av93.c7.g554.i1
Em0210g9a	Hcv1.av93.c9.g77.i1
Em0211g5a	Hcv1.av93.c11.g13.i1
Em0216g5a	Hcv1.av93.c3.g611.i1
Em0217g1a	Hcv1.av93.c9.g203.i1
Em0236g4a	Hcv1.av93.c6.g1135.i1
Em0246g3a	Hcv1.av93.c7.g754.i1
Em0249g2a	Hcv1.av93.c3.g997.i1
Em0254g4a	Hcv1.av93.c13.g40.i1
Em0258g1a	Hcv1.av93.c5.g447.i1
Em0258g8a	Hcv1.av93.c2.g1182.i1
Em0264g4a	Hcv1.av93.c3.g39.i1
Em0293g2a	Hcv1.av93.c8.g979.i3
Em0306g1a	Hcv1.av93.c8.g218.i1
Em0316g3a	Hcv1.av93.c5.g224.i1
Em0324g6a	Hcv1.av93.c1.g37.i1
Em0329g2a	Hcv1.av93.c2.g550.i1
Em0329g4a	Hcv1.av93.c11.g258.i1
Em0337g4a	Hcv1.av93.c3.g1231.i1
Em0355g4a	Hcv1.av93.c5.g682.i1
Em0363g1a	Hcv1.av93.c8.g208.i1
Em0395g9a	Hcv1.av93.c3.g369.i1
Em0398g3a	Hcv1.av93.c11.g632.i1
Em0402g8a	Hcv1.av93.c6.g280.i1
Em0404g4a	Hcv1.av93.c6.g866.i2
Em0405g1a	Hcv1.av93.c1.g95.i1
Em0419g8a	Hcv1.av93.c5.g1188.i1
Em0420g4a	Hcv1.av93.c8.g292.i1
Em0425g2a	Hcv1.av93.c4.g251.i1
Em0427g2a	Hcv1.av93.c4.g735.i1
Em0429g6a	Hcv1.av93.c6.g682.i1
Em0435g5a	Hcv1.av93.c6.g839.i1
Em0435g6a	Hcv1.av93.c2.g1165.i1
Em0437g1a	Hcv1.av93.c2.g1585.i1
Em0438g3a	Hcv1.av93.c2.g137.i1
Em0440g2a	Hcv1.av93.c1.g1636.i1
Em0440g6a	Hcv1.av93.c1.g1367.i1
Em0444g3a	Hcv1.av93.c1.g1686.i1
Em0447g4a	Hcv1.av93.c3.g108.i1
Em0447g8a	Hcv1.av93.c6.g1168.i1
Em0447g9a	Hcv1.av93.c5.g824.i1
Em0448g2a	Hcv1.av93.c7.g626.i1
Em0458g4a	Hcv1.av93.c6.g491.i1
Em0459g6a	Hcv1.av93.c5.g307.i1
Em0460g2a	Hcv1.av93.c8.g393.i1
Em0460g3a	Hcv1.av93.c2.g1024.i1
Em0460g6a	Hcv1.av93.c10.g282.i1
Em0484g1a	Hcv1.av93.c9.g93.i2
Em0484g6a	Hcv1.av93.c5.g1054.i1
Em0508g11a	Hcv1.av93.c12.g44.i1
Em0508g8a	Hcv1.av93.c4.g198.i1
Em0513g1a	Hcv1.av93.c11.g983.i2
Em0520g3a	Hcv1.av93.c5.g1321.i1
Em0533g4a	Hcv1.av93.c11.g164.i2
Em0538g2a	Hcv1.av93.c4.g798.i4
Em0551g3a	Hcv1.av93.c12.g453.i1
Em0577g1a	Hcv1.av93.c2.g209.i1
Em0581g4a	Hcv1.av93.c11.g872.i1
Em0583g3a	Hcv1.av93.c11.g141.i1
Em0604g4a	Hcv1.av93.c13.g595.i1
Em0617g3a	Hcv1.av93.c1.g676.i1
Em0621g2a	Hcv1.av93.c11.g886.i1
Em0621g4a	Hcv1.av93.c11.g282.i1
Em0630g1a	Hcv1.av93.c5.g92.i1
Em0630g2a	Hcv1.av93.c4.g79.i2
Em0630g4a	Hcv1.av93.c8.g381.i1
Em0655g4a	Hcv1.av93.c10.g524.i1
Em0655g5a	Hcv1.av93.c10.g705.i1
Em0665g4a	Hcv1.av93.c1.g1084.i1
Em0666g5a	Hcv1.av93.c7.g962.i1
Em0677g1a	Hcv1.av93.c2.g1445.i1
Em0677g2a	Hcv1.av93.c9.g893.i1
Em0685g2a	Hcv1.av93.c12.g420.i1
Em0701g3a	Hcv1.av93.c6.g500.i1
Em0708g2a	Hcv1.av93.c1.g1685.i1
Em0714g7a	Hcv1.av93.c7.g197.i1
Em0718g6a	Hcv1.av93.c13.g149.i1
Em0728g6a	Hcv1.av93.c5.g728.i1
Em0759g1a	Hcv1.av93.c7.g731.i1
Em0786g8a	Hcv1.av93.c9.g569.i1
Em0795g3a	Hcv1.av93.c5.g654.i1
Em0796g2a	Hcv1.av93.c13.g425.i1
Em0799g3a	Hcv1.av93.c8.g724.i1
Em0847g1a	Hcv1.av93.c11.g304.i1
Em1018g1a	Hcv1.av93.c6.g857.i1
Em1027g1a	Hcv1.av93.c12.g550.i1
Em1045g3a	Hcv1.av93.c11.g98.i1
Em1340g2a	Hcv1.av93.c13.g104.i1
Em1424g1a	Hcv1.av93.c7.g1025.i2
g32971.t1	Hcv1.av93.c6.g674.i1
g32976.t1	Hcv1.av93.c3.g1311.i1
g32989.t1	Hcv1.av93.c5.g1272.i1
g32996.t1	Hcv1.av93.c6.g449.i1
