Hcv1.av93.c1.g1001.i1	mRNA.RE12872
Hcv1.av93.c5.g886.i1	mRNA.RE10179
Hcv1.av93.c5.g887.i1	mRNA.RE06239
Hcv1.av93.c5.g897.i5	mRNA.RE03371
Hcv1.av93.c5.g898.i1	mRNA.RE07719
Hcv1.av93.c5.g899.i1	mRNA.RE15348
Hcv1.av93.c5.g90.i1	mRNA.RE12869
Hcv1.av93.c5.g906.i1	mRNA.RE04388
Hcv1.av93.c5.g907.i1	mRNA.RE12753
Hcv1.av93.c5.g908.i1	mRNA.RE09258
Hcv1.av93.c5.g913.i1	mRNA.RE14600
Hcv1.av93.c5.g917.i1	mRNA.RE08102
Hcv1.av93.c5.g92.i1	mRNA.RE08933
Hcv1.av93.c5.g922.i1	mRNA.RE14966
Hcv1.av93.c5.g923.i3	mRNA.RE03943
Hcv1.av93.c5.g924.i1	mRNA.RE08276
Hcv1.av93.c5.g929.i1	mRNA.RE00546
Hcv1.av93.c5.g93.i1	mRNA.RE02940
Hcv1.av93.c5.g931.i1	mRNA.RE00985
Hcv1.av93.c5.g933.i1	mRNA.RE00990
Hcv1.av93.c5.g934.i1	mRNA.RE07687
Hcv1.av93.c5.g935.i1	mRNA.RE15900
Hcv1.av93.c5.g936.i1	mRNA.RE04805
Hcv1.av93.c5.g939.i1	mRNA.RE12081
Hcv1.av93.c5.g940.i1	mRNA.RE15600
Hcv1.av93.c5.g943.i1	mRNA.RE16385
Hcv1.av93.c5.g944.i1	mRNA.RE16240
Hcv1.av93.c5.g949.i1	mRNA.RE16387
Hcv1.av93.c5.g95.i1	mRNA.RE08058
Hcv1.av93.c5.g951.i1	mRNA.RE08589
Hcv1.av93.c5.g954.i1	mRNA.RE15064
Hcv1.av93.c5.g955.i1	mRNA.RE10860
Hcv1.av93.c5.g956.i1	mRNA.RE11305
Hcv1.av93.c5.g958.i1	mRNA.RE10154
Hcv1.av93.c5.g961.i1	mRNA.RE06098
Hcv1.av93.c5.g963.i1	mRNA.RE07185
Hcv1.av93.c5.g965.i1	mRNA.RE04708
Hcv1.av93.c5.g968.i1	mRNA.RE14431
Hcv1.av93.c5.g969.i2	mRNA.RE12452
Hcv1.av93.c5.g97.i1	mRNA.RE14823
Hcv1.av93.c5.g971.i2	mRNA.RE12499
Hcv1.av93.c5.g975.i1	mRNA.RE13951
Hcv1.av93.c5.g982.i1	mRNA.RE10838
Hcv1.av93.c5.g983.i1	mRNA.RE00217
Hcv1.av93.c5.g984.i1	mRNA.RE04705
Hcv1.av93.c5.g985.i1	mRNA.RE15050
Hcv1.av93.c5.g987.i1	mRNA.RE07868
Hcv1.av93.c5.g989.i1	mRNA.RE15009
Hcv1.av93.c5.g990.i1	mRNA.RE13349
Hcv1.av93.c5.g991.i1	mRNA.RE10953
Hcv1.av93.c5.g994.i1	mRNA.RE11961
Hcv1.av93.c5.g996.i1	mRNA.RE09735
Hcv1.av93.c5.g998.i1	mRNA.RE14323
Hcv1.av93.c6.g100.i1	mRNA.RE14538
Hcv1.av93.c6.g1000.i1	mRNA.RE09094
Hcv1.av93.c6.g1002.i1	mRNA.RE08350
Hcv1.av93.c6.g1003.i1	mRNA.RE07116
Hcv1.av93.c6.g1006.i1	mRNA.RE14209
Hcv1.av93.c6.g1007.i1	mRNA.RE15263
Hcv1.av93.c6.g1008.i1	mRNA.RE02514
Hcv1.av93.c6.g1009.i1	mRNA.RE05244
Hcv1.av93.c6.g1010.i1	mRNA.RE10769
Hcv1.av93.c6.g1013.i1	mRNA.RE13023
Hcv1.av93.c6.g1019.i1	mRNA.RE01452
Hcv1.av93.c6.g1020.i1	mRNA.RE09724
Hcv1.av93.c6.g1021.i1	mRNA.RE09488
Hcv1.av93.c6.g1023.i1	mRNA.RE05933
Hcv1.av93.c6.g1027.i2	mRNA.RE12178
Hcv1.av93.c6.g1028.i1	mRNA.RE16110
Hcv1.av93.c6.g1029.i3	mRNA.RE10896
Hcv1.av93.c6.g1030.i1	mRNA.RE11156
Hcv1.av93.c6.g1031.i1	mRNA.RE08118
Hcv1.av93.c6.g1036.i1	mRNA.RE02610
Hcv1.av93.c6.g1037.i1	mRNA.RE05256
Hcv1.av93.c6.g1045.i1	mRNA.RE12460
Hcv1.av93.c6.g1051.i1	mRNA.RE06166
Hcv1.av93.c6.g1053.i2	mRNA.RE16128
Hcv1.av93.c6.g1054.i1	mRNA.RE14069
Hcv1.av93.c6.g1055.i1	mRNA.RE14677
Hcv1.av93.c6.g1064.i1	mRNA.RE01165
Hcv1.av93.c6.g1067.i1	mRNA.RE15279
Hcv1.av93.c6.g1071.i1	mRNA.RE03974
Hcv1.av93.c6.g1073.i1	mRNA.RE02114
Hcv1.av93.c6.g1077.i1	mRNA.RE12611
Hcv1.av93.c6.g108.i1	mRNA.RE06522
Hcv1.av93.c6.g1081.i1	mRNA.RE00543
Hcv1.av93.c6.g1083.i1	mRNA.RE00048
Hcv1.av93.c6.g1084.i1	mRNA.RE13986
Hcv1.av93.c6.g1088.i1	mRNA.RE10384
Hcv1.av93.c6.g109.i1	mRNA.RE10350
Hcv1.av93.c6.g1091.i1	mRNA.RE04244
Hcv1.av93.c6.g1092.i1	mRNA.RE10395
Hcv1.av93.c6.g1095.i1	mRNA.RE10560
Hcv1.av93.c6.g1098.i1	mRNA.RE04423
Hcv1.av93.c6.g1099.i1	mRNA.RE11794
Hcv1.av93.c6.g11.i1	mRNA.RE14426
Hcv1.av93.c6.g1100.i1	mRNA.RE00408
Hcv1.av93.c6.g1101.i1	mRNA.RE14208
Hcv1.av93.c6.g1104.i1	mRNA.RE04647
Hcv1.av93.c6.g1107.i1	mRNA.RE02301
Hcv1.av93.c6.g111.i2	mRNA.RE05910
Hcv1.av93.c6.g1110.i1	mRNA.RE04967
Hcv1.av93.c6.g1111.i2	mRNA.RE11808
Hcv1.av93.c6.g1119.i1	mRNA.RE14040
Hcv1.av93.c6.g112.i1	mRNA.RE13068
Hcv1.av93.c6.g1121.i2	mRNA.RE06077
Hcv1.av93.c6.g1122.i1	mRNA.RE15398
Hcv1.av93.c6.g1126.i1	mRNA.RE07576
Hcv1.av93.c6.g1129.i1	mRNA.RE02810
Hcv1.av93.c6.g1130.i1	mRNA.RE06524
Hcv1.av93.c6.g1133.i1	mRNA.RE08150
Hcv1.av93.c6.g1134.i1	mRNA.RE10501
Hcv1.av93.c6.g1135.i1	mRNA.RE08926
Hcv1.av93.c6.g1138.i1	mRNA.RE12162
Hcv1.av93.c6.g114.i1	mRNA.RE02887
Hcv1.av93.c6.g1142.i1	mRNA.RE09880
Hcv1.av93.c6.g1148.i1	mRNA.RE10950
Hcv1.av93.c6.g115.i2	mRNA.RE10311
Hcv1.av93.c6.g1150.i1	mRNA.RE05091
Hcv1.av93.c6.g1151.i1	mRNA.RE12616
Hcv1.av93.c6.g1156.i1	mRNA.RE09082
Hcv1.av93.c6.g1161.i1	mRNA.RE06178
Hcv1.av93.c6.g1167.i1	mRNA.RE03274
Hcv1.av93.c6.g1168.i1	mRNA.RE14470
Hcv1.av93.c6.g1170.i1	mRNA.RE16213
Hcv1.av93.c6.g1173.i1	mRNA.RE10396
Hcv1.av93.c6.g1175.i1	mRNA.RE05081
Hcv1.av93.c6.g1176.i1	mRNA.RE16932
Hcv1.av93.c6.g1180.i1	mRNA.RE00923
Hcv1.av93.c6.g1182.i1	mRNA.RE15107
Hcv1.av93.c6.g1183.i1	mRNA.RE06526
Hcv1.av93.c6.g1185.i1	mRNA.RE03487
Hcv1.av93.c6.g1193.i1	mRNA.RE16879
Hcv1.av93.c6.g1194.i1	mRNA.RE14623
Hcv1.av93.c6.g1198.i1	mRNA.RE12850
Hcv1.av93.c6.g1200.i2	mRNA.RE12414
Hcv1.av93.c6.g1212.i1	mRNA.RE05920
Hcv1.av93.c6.g1215.i1	mRNA.RE17030
Hcv1.av93.c6.g1216.i1	mRNA.RE03193
Hcv1.av93.c6.g1218.i1	mRNA.RE12083
Hcv1.av93.c6.g1219.i1	mRNA.RE11853
Hcv1.av93.c6.g1221.i1	mRNA.RE13536
Hcv1.av93.c6.g1224.i1	mRNA.RE06997
Hcv1.av93.c6.g1228.i1	mRNA.RE06162
Hcv1.av93.c6.g1235.i1	mRNA.RE16139
Hcv1.av93.c6.g1236.i1	mRNA.RE16570
Hcv1.av93.c6.g1237.i1	mRNA.RE06315
Hcv1.av93.c6.g1238.i1	mRNA.RE03380
Hcv1.av93.c6.g1245.i1	mRNA.RE16158
Hcv1.av93.c6.g125.i1	mRNA.RE13971
Hcv1.av93.c6.g1252.i1	mRNA.RE11919
Hcv1.av93.c6.g1255.i1	mRNA.RE00304
Hcv1.av93.c6.g1256.i1	mRNA.RE11547
Hcv1.av93.c6.g1259.i1	mRNA.RE15236
Hcv1.av93.c6.g126.i1	mRNA.RE15994
Hcv1.av93.c6.g1260.i1	mRNA.RE16724
Hcv1.av93.c6.g1261.i1	mRNA.RE12716
Hcv1.av93.c6.g1262.i1	mRNA.RE15234
Hcv1.av93.c6.g1268.i1	mRNA.RE14385
Hcv1.av93.c6.g127.i1	mRNA.RE16210
Hcv1.av93.c6.g1271.i1	mRNA.RE07433
Hcv1.av93.c6.g1276.i1	mRNA.RE09892
Hcv1.av93.c6.g128.i1	mRNA.RE07625
Hcv1.av93.c6.g1285.i1	mRNA.RE09139
Hcv1.av93.c6.g131.i1	mRNA.RE07561
Hcv1.av93.c6.g134.i1	mRNA.RE01467
Hcv1.av93.c6.g137.i1	mRNA.RE06356
Hcv1.av93.c6.g140.i1	mRNA.RE08309
Hcv1.av93.c6.g141.i1	mRNA.RE13367
Hcv1.av93.c6.g145.i2	mRNA.RE05108
Hcv1.av93.c6.g152.i1	mRNA.RE14261
Hcv1.av93.c6.g156.i1	mRNA.RE05300
Hcv1.av93.c6.g157.i1	mRNA.RE13369
Hcv1.av93.c6.g161.i1	mRNA.RE11687
Hcv1.av93.c6.g162.i1	mRNA.RE04213
Hcv1.av93.c6.g166.i1	mRNA.RE09070
Hcv1.av93.c6.g167.i1	mRNA.RE10828
Hcv1.av93.c6.g17.i1	mRNA.RE09438
Hcv1.av93.c6.g172.i2	mRNA.RE13619
Hcv1.av93.c6.g173.i1	mRNA.RE06460
Hcv1.av93.c6.g174.i1	mRNA.RE10282
Hcv1.av93.c6.g175.i1	mRNA.RE03322
Hcv1.av93.c6.g178.i1	mRNA.RE13255
Hcv1.av93.c6.g180.i1	mRNA.RE10294
Hcv1.av93.c6.g189.i1	mRNA.RE12853
Hcv1.av93.c6.g192.i1	mRNA.RE06531
Hcv1.av93.c6.g194.i1	mRNA.RE06519
Hcv1.av93.c6.g195.i1	mRNA.RE09483
Hcv1.av93.c6.g196.i1	mRNA.RE14090
Hcv1.av93.c6.g20.i1	mRNA.RE05875
Hcv1.av93.c6.g201.i2	mRNA.RE00613
Hcv1.av93.c6.g204.i1	mRNA.RE05545
Hcv1.av93.c6.g205.i1	mRNA.RE14561
Hcv1.av93.c6.g206.i1	mRNA.RE02593
Hcv1.av93.c6.g209.i1	mRNA.RE01445
Hcv1.av93.c6.g211.i1	mRNA.RE16395
Hcv1.av93.c6.g215.i1	mRNA.RE03318
Hcv1.av93.c6.g219.i1	mRNA.RE10274
Hcv1.av93.c6.g220.i1	mRNA.RE08390
Hcv1.av93.c6.g222.i1	mRNA.RE06451
Hcv1.av93.c6.g223.i1	mRNA.RE11707
Hcv1.av93.c6.g225.i1	mRNA.RE08281
Hcv1.av93.c6.g228.i7	mRNA.RE06659
Hcv1.av93.c6.g229.i1	mRNA.RE10919
Hcv1.av93.c6.g23.i1	mRNA.RE05548
Hcv1.av93.c6.g233.i1	mRNA.RE10948
Hcv1.av93.c6.g234.i1	mRNA.RE12662
Hcv1.av93.c6.g235.i1	mRNA.RE02009
Hcv1.av93.c6.g240.i1	mRNA.RE09982
Hcv1.av93.c6.g243.i2	mRNA.RE10256
Hcv1.av93.c6.g250.i1	mRNA.RE12351
Hcv1.av93.c6.g254.i1	mRNA.RE09921
Hcv1.av93.c6.g255.i1	mRNA.RE12263
Hcv1.av93.c6.g257.i1	mRNA.RE02141
Hcv1.av93.c6.g259.i1	mRNA.RE04019
Hcv1.av93.c6.g260.i1	mRNA.RE06097
Hcv1.av93.c6.g261.i1	mRNA.RE01315
Hcv1.av93.c6.g263.i2	mRNA.RE14073
Hcv1.av93.c6.g265.i1	mRNA.RE01828
Hcv1.av93.c6.g266.i3	mRNA.RE14652
Hcv1.av93.c6.g269.i1	mRNA.RE15396
Hcv1.av93.c6.g27.i1	mRNA.RE10289
Hcv1.av93.c6.g271.i1	mRNA.RE14910
Hcv1.av93.c6.g275.i2	mRNA.RE10251
Hcv1.av93.c6.g277.i1	mRNA.RE13588
Hcv1.av93.c6.g280.i1	mRNA.RE11344
Hcv1.av93.c6.g281.i1	mRNA.RE01818
Hcv1.av93.c6.g283.i1	mRNA.RE06715
Hcv1.av93.c6.g285.i1	mRNA.RE00665
Hcv1.av93.c6.g286.i1	mRNA.RE05033
Hcv1.av93.c6.g287.i1	mRNA.RE14369
Hcv1.av93.c6.g29.i1	mRNA.RE10863
Hcv1.av93.c6.g292.i1	mRNA.RE15881
Hcv1.av93.c6.g299.i1	mRNA.RE00748
Hcv1.av93.c6.g300.i1	mRNA.RE11432
Hcv1.av93.c6.g301.i1	mRNA.RE12712
Hcv1.av93.c6.g302.i1	mRNA.RE11908
Hcv1.av93.c6.g303.i1	mRNA.RE10299
Hcv1.av93.c6.g304.i1	mRNA.RE13368
Hcv1.av93.c6.g305.i1	mRNA.RE17067
Hcv1.av93.c6.g310.i1	mRNA.RE12124
Hcv1.av93.c6.g313.i1	mRNA.RE07855
Hcv1.av93.c6.g315.i1	mRNA.RE15162
Hcv1.av93.c6.g32.i1	mRNA.RE11929
Hcv1.av93.c6.g320.i1	mRNA.RE02934
Hcv1.av93.c6.g326.i1	mRNA.RE11845
Hcv1.av93.c6.g331.i1	mRNA.RE15306
Hcv1.av93.c6.g332.i1	mRNA.RE03304
Hcv1.av93.c6.g333.i1	mRNA.RE05385
Hcv1.av93.c6.g337.i1	mRNA.RE13307
Hcv1.av93.c6.g345.i2	mRNA.RE15400
Hcv1.av93.c6.g356.i1	mRNA.RE04754
Hcv1.av93.c6.g357.i1	mRNA.RE11890
Hcv1.av93.c6.g360.i3	mRNA.RE09463
Hcv1.av93.c6.g362.i1	mRNA.RE03494
Hcv1.av93.c6.g363.i1	mRNA.RE11553
Hcv1.av93.c6.g364.i1	mRNA.RE17017
Hcv1.av93.c6.g368.i1	mRNA.RE11761
Hcv1.av93.c6.g370.i2	mRNA.RE03493
Hcv1.av93.c6.g373.i1	mRNA.RE00117
Hcv1.av93.c6.g374.i1	mRNA.RE10800
Hcv1.av93.c6.g379.i1	mRNA.RE05188
Hcv1.av93.c6.g382.i1	mRNA.RE00907
Hcv1.av93.c6.g383.i1	mRNA.RE03213
Hcv1.av93.c6.g386.i3	mRNA.RE10826
Hcv1.av93.c6.g39.i1	mRNA.RE13568
Hcv1.av93.c6.g398.i1	mRNA.RE11641
Hcv1.av93.c6.g402.i1	mRNA.RE06120
Hcv1.av93.c6.g403.i1	mRNA.RE01323
Hcv1.av93.c6.g405.i1	mRNA.RE10747
Hcv1.av93.c6.g407.i1	mRNA.RE02574
Hcv1.av93.c6.g408.i1	mRNA.RE02980
Hcv1.av93.c6.g41.i1	mRNA.RE14210
Hcv1.av93.c6.g410.i1	mRNA.RE10806
Hcv1.av93.c6.g414.i1	mRNA.RE04653
Hcv1.av93.c6.g415.i1	mRNA.RE06413
Hcv1.av93.c6.g421.i3	mRNA.RE16011
Hcv1.av93.c6.g423.i1	mRNA.RE14038
Hcv1.av93.c6.g43.i2	mRNA.RE06952
Hcv1.av93.c6.g430.i1	mRNA.RE06984
Hcv1.av93.c6.g432.i1	mRNA.RE11121
Hcv1.av93.c6.g434.i1	mRNA.RE00906
Hcv1.av93.c6.g436.i1	mRNA.RE10895
Hcv1.av93.c6.g437.i1	mRNA.RE10911
Hcv1.av93.c6.g438.i1	mRNA.RE08385
Hcv1.av93.c6.g439.i1	mRNA.RE06457
Hcv1.av93.c6.g441.i1	mRNA.RE05073
Hcv1.av93.c6.g444.i1	mRNA.RE14165
Hcv1.av93.c6.g449.i1	mRNA.RE01802
Hcv1.av93.c6.g450.i1	mRNA.RE04817
Hcv1.av93.c6.g453.i1	mRNA.RE15648
Hcv1.av93.c6.g46.i1	mRNA.RE05511
Hcv1.av93.c6.g460.i1	mRNA.RE02510
Hcv1.av93.c6.g461.i3	mRNA.RE10260
Hcv1.av93.c6.g462.i1	mRNA.RE04900
Hcv1.av93.c6.g463.i1	mRNA.RE13556
Hcv1.av93.c6.g47.i1	mRNA.RE07874
Hcv1.av93.c6.g472.i1	mRNA.RE13099
Hcv1.av93.c6.g475.i1	mRNA.RE00621
Hcv1.av93.c6.g478.i2	mRNA.RE14575
Hcv1.av93.c6.g481.i1	mRNA.RE01324
Hcv1.av93.c6.g487.i1	mRNA.RE15299
Hcv1.av93.c6.g489.i3	mRNA.RE13639
Hcv1.av93.c6.g491.i1	mRNA.RE04704
Hcv1.av93.c6.g50.i1	mRNA.RE10804
Hcv1.av93.c6.g500.i1	mRNA.RE07343
Hcv1.av93.c6.g501.i1	mRNA.RE07550
Hcv1.av93.c6.g505.i1	mRNA.RE16169
Hcv1.av93.c6.g515.i1	mRNA.RE10852
Hcv1.av93.c6.g516.i2	mRNA.RE11299
Hcv1.av93.c6.g521.i1	mRNA.RE05778
Hcv1.av93.c6.g522.i1	mRNA.RE10912
Hcv1.av93.c6.g525.i1	mRNA.RE03483
Hcv1.av93.c6.g526.i1	mRNA.RE14546
Hcv1.av93.c6.g529.i1	mRNA.RE09078
Hcv1.av93.c6.g53.i1	mRNA.RE13918
Hcv1.av93.c6.g530.i1	mRNA.RE14755
Hcv1.av93.c6.g531.i1	mRNA.RE05082
Hcv1.av93.c6.g532.i1	mRNA.RE05941
Hcv1.av93.c6.g535.i1	mRNA.RE07814
Hcv1.av93.c6.g536.i1	mRNA.RE10335
Hcv1.av93.c6.g539.i1	mRNA.RE06459
Hcv1.av93.c6.g540.i1	mRNA.RE09492
Hcv1.av93.c6.g541.i1	mRNA.RE16524
Hcv1.av93.c6.g543.i1	mRNA.RE14048
Hcv1.av93.c6.g544.i1	mRNA.RE16038
Hcv1.av93.c6.g547.i1	mRNA.RE04664
Hcv1.av93.c6.g549.i1	mRNA.RE08117
Hcv1.av93.c6.g551.i1	mRNA.RE06196
Hcv1.av93.c6.g559.i1	mRNA.RE06197
Hcv1.av93.c6.g563.i1	mRNA.RE15448
Hcv1.av93.c6.g565.i1	mRNA.RE00957
Hcv1.av93.c6.g567.i1	mRNA.RE01153
Hcv1.av93.c6.g574.i1	mRNA.RE14696
Hcv1.av93.c6.g575.i1	mRNA.RE10966
Hcv1.av93.c6.g577.i1	mRNA.RE15521
Hcv1.av93.c6.g58.i1	mRNA.RE05065
Hcv1.av93.c6.g580.i1	mRNA.RE02595
Hcv1.av93.c6.g581.i1	mRNA.RE00995
Hcv1.av93.c6.g583.i1	mRNA.RE01174
Hcv1.av93.c6.g584.i1	mRNA.RE01817
Hcv1.av93.c6.g585.i1	mRNA.RE16903
Hcv1.av93.c6.g586.i3	mRNA.RE05064
Hcv1.av93.c6.g587.i1	mRNA.RE01787
Hcv1.av93.c6.g590.i1	mRNA.RE11830
Hcv1.av93.c6.g60.i1	mRNA.RE00950
Hcv1.av93.c6.g601.i1	mRNA.RE04947
Hcv1.av93.c6.g602.i3	mRNA.RE03967
Hcv1.av93.c6.g603.i1	mRNA.RE15810
Hcv1.av93.c6.g604.i1	mRNA.RE12090
Hcv1.av93.c6.g606.i1	mRNA.RE14215
Hcv1.av93.c6.g607.i1	mRNA.RE14775
Hcv1.av93.c6.g608.i2	mRNA.RE05086
Hcv1.av93.c6.g609.i1	mRNA.RE13808
Hcv1.av93.c6.g610.i2	mRNA.RE09835
Hcv1.av93.c6.g611.i1	mRNA.RE03594
Hcv1.av93.c6.g612.i1	mRNA.RE10484
Hcv1.av93.c6.g613.i1	mRNA.RE02077
Hcv1.av93.c6.g617.i1	mRNA.RE04049
Hcv1.av93.c6.g620.i1	mRNA.RE06919
Hcv1.av93.c6.g623.i1	mRNA.RE15294
Hcv1.av93.c6.g625.i1	mRNA.RE01815
Hcv1.av93.c6.g633.i5	mRNA.RE04962
Hcv1.av93.c6.g634.i1	mRNA.RE16557
Hcv1.av93.c6.g635.i1	mRNA.RE06971
Hcv1.av93.c6.g636.i1	mRNA.RE03909
Hcv1.av93.c6.g638.i1	mRNA.RE14594
Hcv1.av93.c6.g640.i1	mRNA.RE11918
Hcv1.av93.c6.g643.i1	mRNA.RE13978
Hcv1.av93.c6.g646.i1	mRNA.RE09690
Hcv1.av93.c6.g647.i3	mRNA.RE15659
Hcv1.av93.c6.g653.i1	mRNA.RE14650
Hcv1.av93.c6.g657.i1	mRNA.RE13947
Hcv1.av93.c6.g658.i1	mRNA.RE03610
Hcv1.av93.c6.g659.i1	mRNA.RE07686
Hcv1.av93.c6.g660.i1	mRNA.RE00858
Hcv1.av93.c6.g661.i1	mRNA.RE05911
Hcv1.av93.c6.g662.i1	mRNA.RE07000
Hcv1.av93.c6.g663.i1	mRNA.RE06103
Hcv1.av93.c6.g665.i1	mRNA.RE16709
Hcv1.av93.c6.g666.i1	mRNA.RE03478
Hcv1.av93.c6.g667.i1	mRNA.RE10576
Hcv1.av93.c6.g668.i1	mRNA.RE09429
Hcv1.av93.c6.g669.i1	mRNA.RE02074
Hcv1.av93.c6.g67.i1	mRNA.RE10862
Hcv1.av93.c6.g671.i1	mRNA.RE03488
Hcv1.av93.c6.g672.i1	mRNA.RE01342
Hcv1.av93.c6.g673.i1	mRNA.RE06311
Hcv1.av93.c6.g674.i1	mRNA.RE10307
Hcv1.av93.c6.g675.i1	mRNA.RE12916
Hcv1.av93.c6.g676.i1	mRNA.RE12144
Hcv1.av93.c6.g677.i1	mRNA.RE07292
Hcv1.av93.c6.g678.i1	mRNA.RE09989
Hcv1.av93.c6.g679.i1	mRNA.RE07840
Hcv1.av93.c6.g680.i1	mRNA.RE06512
Hcv1.av93.c6.g682.i1	mRNA.RE00131
Hcv1.av93.c6.g683.i1	mRNA.RE15623
Hcv1.av93.c6.g686.i1	mRNA.RE10312
Hcv1.av93.c6.g688.i2	mRNA.RE14649
Hcv1.av93.c6.g690.i1	mRNA.RE06886
Hcv1.av93.c6.g692.i1	mRNA.RE10505
Hcv1.av93.c6.g698.i2	mRNA.RE09376
Hcv1.av93.c6.g701.i1	mRNA.RE05907
Hcv1.av93.c6.g703.i1	mRNA.RE10745
Hcv1.av93.c6.g704.i1	mRNA.RE10271
Hcv1.av93.c6.g71.i1	mRNA.RE08732
Hcv1.av93.c6.g710.i1	mRNA.RE03370
Hcv1.av93.c6.g712.i1	mRNA.RE08115
Hcv1.av93.c6.g715.i1	mRNA.RE16500
Hcv1.av93.c6.g716.i1	mRNA.RE05050
Hcv1.av93.c6.g717.i1	mRNA.RE16638
Hcv1.av93.c6.g721.i1	mRNA.RE03158
Hcv1.av93.c6.g726.i1	mRNA.RE06253
Hcv1.av93.c6.g735.i1	mRNA.RE06075
Hcv1.av93.c6.g738.i1	mRNA.RE11554
Hcv1.av93.c6.g74.i1	mRNA.RE05365
Hcv1.av93.c6.g742.i1	mRNA.RE13211
Hcv1.av93.c6.g744.i1	mRNA.RE05944
Hcv1.av93.c6.g747.i2	mRNA.RE10305
Hcv1.av93.c6.g749.i1	mRNA.RE16068
Hcv1.av93.c6.g75.i1	mRNA.RE09517
Hcv1.av93.c6.g751.i1	mRNA.RE13291
Hcv1.av93.c6.g753.i1	mRNA.RE11695
Hcv1.av93.c6.g754.i1	mRNA.RE10855
Hcv1.av93.c6.g757.i1	mRNA.RE17016
Hcv1.av93.c6.g765.i1	mRNA.RE06469
Hcv1.av93.c6.g767.i1	mRNA.RE13386
Hcv1.av93.c6.g769.i1	mRNA.RE04804
Hcv1.av93.c6.g770.i1	mRNA.RE03947
Hcv1.av93.c6.g773.i1	mRNA.RE04892
Hcv1.av93.c6.g776.i1	mRNA.RE09808
Hcv1.av93.c6.g779.i1	mRNA.RE13794
Hcv1.av93.c6.g78.i1	mRNA.RE10947
Hcv1.av93.c6.g782.i1	mRNA.RE13381
Hcv1.av93.c6.g783.i1	mRNA.RE11690
Hcv1.av93.c6.g785.i2	mRNA.RE00486
Hcv1.av93.c6.g788.i1	mRNA.RE13891
Hcv1.av93.c6.g795.i1	mRNA.RE13564
Hcv1.av93.c6.g796.i2	mRNA.RE10295
Hcv1.av93.c6.g798.i1	mRNA.RE12364
Hcv1.av93.c6.g799.i1	mRNA.RE08868
Hcv1.av93.c6.g800.i1	mRNA.RE02901
Hcv1.av93.c6.g801.i1	mRNA.RE03830
Hcv1.av93.c6.g804.i1	mRNA.RE10880
Hcv1.av93.c6.g819.i1	mRNA.RE14236
Hcv1.av93.c6.g82.i1	mRNA.RE08329
Hcv1.av93.c6.g826.i1	mRNA.RE05036
Hcv1.av93.c6.g827.i1	mRNA.RE11435
Hcv1.av93.c6.g830.i1	mRNA.RE15805
Hcv1.av93.c6.g831.i1	mRNA.RE11796
Hcv1.av93.c6.g833.i1	mRNA.RE14657
Hcv1.av93.c6.g834.i1	mRNA.RE10333
Hcv1.av93.c6.g836.i1	mRNA.RE15356
Hcv1.av93.c6.g838.i1	mRNA.RE09054
Hcv1.av93.c6.g84.i1	mRNA.RE09260
Hcv1.av93.c6.g841.i1	mRNA.RE08466
Hcv1.av93.c6.g842.i1	mRNA.RE10258
Hcv1.av93.c6.g844.i1	mRNA.RE04431
Hcv1.av93.c6.g846.i1	mRNA.RE06529
Hcv1.av93.c6.g85.i1	mRNA.RE07348
Hcv1.av93.c6.g851.i1	mRNA.RE05067
Hcv1.av93.c6.g852.i2	mRNA.RE14174
Hcv1.av93.c6.g854.i4	mRNA.RE14510
Hcv1.av93.c6.g855.i1	mRNA.RE08523
Hcv1.av93.c6.g857.i1	mRNA.RE07867
Hcv1.av93.c6.g859.i1	mRNA.RE03161
Hcv1.av93.c6.g86.i1	mRNA.RE16043
Hcv1.av93.c6.g865.i1	mRNA.RE05525
Hcv1.av93.c6.g866.i2	mRNA.RE07039
Hcv1.av93.c6.g868.i1	mRNA.RE16917
Hcv1.av93.c6.g869.i1	mRNA.RE09294
Hcv1.av93.c6.g872.i1	mRNA.RE14022
Hcv1.av93.c6.g873.i1	mRNA.RE15102
Hcv1.av93.c6.g874.i1	mRNA.RE09476
Hcv1.av93.c6.g879.i1	mRNA.RE05899
Hcv1.av93.c6.g880.i3	mRNA.RE16373
Hcv1.av93.c6.g881.i1	mRNA.RE11205
Hcv1.av93.c6.g882.i1	mRNA.RE01789
Hcv1.av93.c6.g883.i1	mRNA.RE07194
Hcv1.av93.c6.g888.i1	mRNA.RE03491
Hcv1.av93.c6.g890.i1	mRNA.RE07149
Hcv1.av93.c6.g891.i1	mRNA.RE14923
Hcv1.av93.c6.g892.i1	mRNA.RE17097
Hcv1.av93.c6.g906.i1	mRNA.RE05690
Hcv1.av93.c6.g907.i1	mRNA.RE06702
Hcv1.av93.c6.g91.i1	mRNA.RE13923
Hcv1.av93.c6.g911.i1	mRNA.RE15390
Hcv1.av93.c6.g913.i1	mRNA.RE12926
Hcv1.av93.c6.g914.i1	mRNA.RE05925
Hcv1.av93.c6.g916.i1	mRNA.RE02937
Hcv1.av93.c6.g918.i1	mRNA.RE11883
Hcv1.av93.c6.g920.i1	mRNA.RE02529
Hcv1.av93.c6.g921.i1	mRNA.RE03614
Hcv1.av93.c6.g922.i1	mRNA.RE05048
Hcv1.av93.c6.g923.i1	mRNA.RE08943
Hcv1.av93.c6.g925.i1	mRNA.RE00738
